"","ID","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Country","Income_fixed","Products","Amount"
"4283",6798,1966,"Graduation","Single",37070,1,1,2013-03-20,30,9,5,1,8,7,"0","0","0","0","0","1","0","SA",37070,"Sweet",15
"4284",6798,1966,"Graduation","Single",37070,1,1,2013-03-20,30,9,5,1,8,7,"0","0","0","0","0","1","0","SA",37070,"Gold",39
"4285",4168,1966,"Graduation","Single",37070,1,1,2013-03-20,30,9,5,1,8,7,"0","0","0","0","0","1","0","SP",37070,"Wines",231
"4286",4168,1966,"Graduation","Single",37070,1,1,2013-03-20,30,9,5,1,8,7,"0","0","0","0","0","1","0","SP",37070,"Fruits",7
"4287",4168,1966,"Graduation","Single",37070,1,1,2013-03-20,30,9,5,1,8,7,"0","0","0","0","0","1","0","SP",37070,"Meat",137
"4288",4168,1966,"Graduation","Single",37070,1,1,2013-03-20,30,9,5,1,8,7,"0","0","0","0","0","1","0","SP",37070,"Fish",4
"4289",4168,1966,"Graduation","Single",37070,1,1,2013-03-20,30,9,5,1,8,7,"0","0","0","0","0","1","0","SP",37070,"Sweet",15
"4290",4168,1966,"Graduation","Single",37070,1,1,2013-03-20,30,9,5,1,8,7,"0","0","0","0","0","1","0","SP",37070,"Gold",39
"4291",6690,1966,"Master","Married",38179,1,1,2013-03-14,30,4,3,1,3,7,"0","0","0","0","0","0","0","SA",38179,"Wines",38
"4292",6690,1966,"Master","Married",38179,1,1,2013-03-14,30,4,3,1,3,7,"0","0","0","0","0","0","0","SA",38179,"Fruits",4
"4293",6690,1966,"Master","Married",38179,1,1,2013-03-14,30,4,3,1,3,7,"0","0","0","0","0","0","0","SA",38179,"Meat",22
"4294",6690,1966,"Master","Married",38179,1,1,2013-03-14,30,4,3,1,3,7,"0","0","0","0","0","0","0","SA",38179,"Fish",4
"4295",6690,1966,"Master","Married",38179,1,1,2013-03-14,30,4,3,1,3,7,"0","0","0","0","0","0","0","SA",38179,"Sweet",2
"4296",6690,1966,"Master","Married",38179,1,1,2013-03-14,30,4,3,1,3,7,"0","0","0","0","0","0","0","SA",38179,"Gold",20
"4297",10602,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","IND",39922,"Wines",29
"4298",10602,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","IND",39922,"Fruits",12
"4299",10602,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","IND",39922,"Meat",59
"4300",10602,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","IND",39922,"Fish",19
"4301",10602,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","IND",39922,"Sweet",1
"4302",10602,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","IND",39922,"Gold",36
"4303",3220,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","GER",39922,"Wines",29
"4304",3220,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","GER",39922,"Fruits",12
"4305",3220,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","GER",39922,"Meat",59
"4306",3220,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","GER",39922,"Fish",19
"4307",3220,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","GER",39922,"Sweet",1
"4308",3220,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","GER",39922,"Gold",36
"4309",5424,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","SA",39922,"Wines",29
"4310",5424,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","SA",39922,"Fruits",12
"4311",5424,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","SA",39922,"Meat",59
"4312",5424,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","SA",39922,"Fish",19
"4313",5424,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","SA",39922,"Sweet",1
"4314",5424,1983,"Graduation","Married",39922,1,0,2013-02-14,30,2,3,0,4,8,"0","0","0","0","0","0","0","SA",39922,"Gold",36
"4315",7488,1963,"Master","Single",64191,0,1,2013-01-22,30,3,5,3,13,3,"0","0","0","0","0","0","0","SP",64191,"Wines",420
"4316",7488,1963,"Master","Single",64191,0,1,2013-01-22,30,3,5,3,13,3,"0","0","0","0","0","0","0","SP",64191,"Fruits",15
"4317",7488,1963,"Master","Single",64191,0,1,2013-01-22,30,3,5,3,13,3,"0","0","0","0","0","0","0","SP",64191,"Meat",186
"4318",7488,1963,"Master","Single",64191,0,1,2013-01-22,30,3,5,3,13,3,"0","0","0","0","0","0","0","SP",64191,"Fish",151
"4319",7488,1963,"Master","Single",64191,0,1,2013-01-22,30,3,5,3,13,3,"0","0","0","0","0","0","0","SP",64191,"Sweet",38
"4320",7488,1963,"Master","Single",64191,0,1,2013-01-22,30,3,5,3,13,3,"0","0","0","0","0","0","0","SP",64191,"Gold",15
"4321",5289,1975,"2n Cycle","Single",41658,1,1,2012-11-09,30,2,1,1,2,4,"0","0","0","0","0","0","0","AUS",41658,"Wines",8
"4322",5289,1975,"2n Cycle","Single",41658,1,1,2012-11-09,30,2,1,1,2,4,"0","0","0","0","0","0","0","AUS",41658,"Fruits",4
"4323",5289,1975,"2n Cycle","Single",41658,1,1,2012-11-09,30,2,1,1,2,4,"0","0","0","0","0","0","0","AUS",41658,"Meat",12
"4324",5289,1975,"2n Cycle","Single",41658,1,1,2012-11-09,30,2,1,1,2,4,"0","0","0","0","0","0","0","AUS",41658,"Fish",15
"4325",5289,1975,"2n Cycle","Single",41658,1,1,2012-11-09,30,2,1,1,2,4,"0","0","0","0","0","0","0","AUS",41658,"Sweet",4
"4326",5289,1975,"2n Cycle","Single",41658,1,1,2012-11-09,30,2,1,1,2,4,"0","0","0","0","0","0","0","AUS",41658,"Gold",29
"4327",347,1976,"Graduation","Divorced",40780,0,1,2012-09-08,30,4,7,1,5,9,"0","0","0","0","0","0","0","CA",40780,"Wines",229
"4328",347,1976,"Graduation","Divorced",40780,0,1,2012-09-08,30,4,7,1,5,9,"0","0","0","0","0","0","0","CA",40780,"Fruits",27
"4329",347,1976,"Graduation","Divorced",40780,0,1,2012-09-08,30,4,7,1,5,9,"0","0","0","0","0","0","0","CA",40780,"Meat",71
"4330",347,1976,"Graduation","Divorced",40780,0,1,2012-09-08,30,4,7,1,5,9,"0","0","0","0","0","0","0","CA",40780,"Fish",13
"4331",347,1976,"Graduation","Divorced",40780,0,1,2012-09-08,30,4,7,1,5,9,"0","0","0","0","0","0","0","CA",40780,"Sweet",3
"4332",347,1976,"Graduation","Divorced",40780,0,1,2012-09-08,30,4,7,1,5,9,"0","0","0","0","0","0","0","CA",40780,"Gold",34
"4333",5236,1979,"Graduation","Together",77568,0,1,2012-08-25,30,1,10,2,8,5,"0","1","1","1","0","0","0","SP",77568,"Wines",1230
"4334",5236,1979,"Graduation","Together",77568,0,1,2012-08-25,30,1,10,2,8,5,"0","1","1","1","0","0","0","SP",77568,"Fruits",0
"4335",5236,1979,"Graduation","Together",77568,0,1,2012-08-25,30,1,10,2,8,5,"0","1","1","1","0","0","0","SP",77568,"Meat",396
"4336",5236,1979,"Graduation","Together",77568,0,1,2012-08-25,30,1,10,2,8,5,"0","1","1","1","0","0","0","SP",77568,"Fish",232
"4337",5236,1979,"Graduation","Together",77568,0,1,2012-08-25,30,1,10,2,8,5,"0","1","1","1","0","0","0","SP",77568,"Sweet",178
"4338",5236,1979,"Graduation","Together",77568,0,1,2012-08-25,30,1,10,2,8,5,"0","1","1","1","0","0","0","SP",77568,"Gold",158
"4339",9478,1985,"Graduation","Single",66503,1,0,2012-08-14,30,2,4,3,6,3,"0","0","0","0","0","0","0","SP",66503,"Wines",91
"4340",9478,1985,"Graduation","Single",66503,1,0,2012-08-14,30,2,4,3,6,3,"0","0","0","0","0","0","0","SP",66503,"Fruits",64
"4341",9478,1985,"Graduation","Single",66503,1,0,2012-08-14,30,2,4,3,6,3,"0","0","0","0","0","0","0","SP",66503,"Meat",128
"4342",9478,1985,"Graduation","Single",66503,1,0,2012-08-14,30,2,4,3,6,3,"0","0","0","0","0","0","0","SP",66503,"Fish",65
"4343",9478,1985,"Graduation","Single",66503,1,0,2012-08-14,30,2,4,3,6,3,"0","0","0","0","0","0","0","SP",66503,"Sweet",3
"4344",9478,1985,"Graduation","Single",66503,1,0,2012-08-14,30,2,4,3,6,3,"0","0","0","0","0","0","0","SP",66503,"Gold",50
"4345",477,1986,"Graduation","Married",83512,0,0,2014-06-17,31,1,4,7,10,1,"1","0","1","1","1","1","0","SP",83512,"Wines",1060
"4346",477,1986,"Graduation","Married",83512,0,0,2014-06-17,31,1,4,7,10,1,"1","0","1","1","1","1","0","SP",83512,"Fruits",61
"4347",477,1986,"Graduation","Married",83512,0,0,2014-06-17,31,1,4,7,10,1,"1","0","1","1","1","1","0","SP",83512,"Meat",835
"4348",477,1986,"Graduation","Married",83512,0,0,2014-06-17,31,1,4,7,10,1,"1","0","1","1","1","1","0","SP",83512,"Fish",80
"4349",477,1986,"Graduation","Married",83512,0,0,2014-06-17,31,1,4,7,10,1,"1","0","1","1","1","1","0","SP",83512,"Sweet",20
"4350",477,1986,"Graduation","Married",83512,0,0,2014-06-17,31,1,4,7,10,1,"1","0","1","1","1","1","0","SP",83512,"Gold",101
"4351",7411,1964,"PhD","Married",31686,1,1,2014-06-05,31,2,1,0,3,6,"0","0","0","0","0","0","0","SA",31686,"Wines",11
"4352",7411,1964,"PhD","Married",31686,1,1,2014-06-05,31,2,1,0,3,6,"0","0","0","0","0","0","0","SA",31686,"Fruits",0
"4353",7411,1964,"PhD","Married",31686,1,1,2014-06-05,31,2,1,0,3,6,"0","0","0","0","0","0","0","SA",31686,"Meat",5
"4354",7411,1964,"PhD","Married",31686,1,1,2014-06-05,31,2,1,0,3,6,"0","0","0","0","0","0","0","SA",31686,"Fish",0
"4355",7411,1964,"PhD","Married",31686,1,1,2014-06-05,31,2,1,0,3,6,"0","0","0","0","0","0","0","SA",31686,"Sweet",0
"4356",7411,1964,"PhD","Married",31686,1,1,2014-06-05,31,2,1,0,3,6,"0","0","0","0","0","0","0","SA",31686,"Gold",1
"4357",3107,1976,"Graduation","Together",71322,0,1,2014-05-02,31,1,4,1,7,2,"0","0","0","0","0","0","0","AUS",71322,"Wines",121
"4358",3107,1976,"Graduation","Together",71322,0,1,2014-05-02,31,1,4,1,7,2,"0","0","0","0","0","0","0","AUS",71322,"Fruits",24
"4359",3107,1976,"Graduation","Together",71322,0,1,2014-05-02,31,1,4,1,7,2,"0","0","0","0","0","0","0","AUS",71322,"Meat",124
"4360",3107,1976,"Graduation","Together",71322,0,1,2014-05-02,31,1,4,1,7,2,"0","0","0","0","0","0","0","AUS",71322,"Fish",24
"4361",3107,1976,"Graduation","Together",71322,0,1,2014-05-02,31,1,4,1,7,2,"0","0","0","0","0","0","0","AUS",71322,"Sweet",15
"4362",3107,1976,"Graduation","Together",71322,0,1,2014-05-02,31,1,4,1,7,2,"0","0","0","0","0","0","0","AUS",71322,"Gold",42
"4363",7437,1988,"Graduation","Single",27938,1,0,2014-04-28,31,1,1,0,4,3,"0","0","0","0","0","0","0","AUS",27938,"Wines",13
"4364",7437,1988,"Graduation","Single",27938,1,0,2014-04-28,31,1,1,0,4,3,"0","0","0","0","0","0","0","AUS",27938,"Fruits",0
"4365",7437,1988,"Graduation","Single",27938,1,0,2014-04-28,31,1,1,0,4,3,"0","0","0","0","0","0","0","AUS",27938,"Meat",8
"4366",7437,1988,"Graduation","Single",27938,1,0,2014-04-28,31,1,1,0,4,3,"0","0","0","0","0","0","0","AUS",27938,"Fish",2
"4367",7437,1988,"Graduation","Single",27938,1,0,2014-04-28,31,1,1,0,4,3,"0","0","0","0","0","0","0","AUS",27938,"Sweet",1
"4368",7437,1988,"Graduation","Single",27938,1,0,2014-04-28,31,1,1,0,4,3,"0","0","0","0","0","0","0","AUS",27938,"Gold",5
"4369",255,1951,"Graduation","Divorced",22263,1,1,2014-03-30,31,2,1,0,3,6,"0","0","0","0","0","0","1","SP",22263,"Wines",17
"4370",255,1951,"Graduation","Divorced",22263,1,1,2014-03-30,31,2,1,0,3,6,"0","0","0","0","0","0","1","SP",22263,"Fruits",0
"4371",255,1951,"Graduation","Divorced",22263,1,1,2014-03-30,31,2,1,0,3,6,"0","0","0","0","0","0","1","SP",22263,"Meat",2
"4372",255,1951,"Graduation","Divorced",22263,1,1,2014-03-30,31,2,1,0,3,6,"0","0","0","0","0","0","1","SP",22263,"Fish",0
"4373",255,1951,"Graduation","Divorced",22263,1,1,2014-03-30,31,2,1,0,3,6,"0","0","0","0","0","0","1","SP",22263,"Sweet",0
"4374",255,1951,"Graduation","Divorced",22263,1,1,2014-03-30,31,2,1,0,3,6,"0","0","0","0","0","0","1","SP",22263,"Gold",2
"4375",3790,1956,"Graduation","Together",34633,2,1,2014-01-23,31,1,1,0,2,6,"0","0","0","0","0","0","0","SA",34633,"Wines",8
"4376",3790,1956,"Graduation","Together",34633,2,1,2014-01-23,31,1,1,0,2,6,"0","0","0","0","0","0","0","SA",34633,"Fruits",1
"4377",3790,1956,"Graduation","Together",34633,2,1,2014-01-23,31,1,1,0,2,6,"0","0","0","0","0","0","0","SA",34633,"Meat",5
"4378",3790,1956,"Graduation","Together",34633,2,1,2014-01-23,31,1,1,0,2,6,"0","0","0","0","0","0","0","SA",34633,"Fish",0
"4379",3790,1956,"Graduation","Together",34633,2,1,2014-01-23,31,1,1,0,2,6,"0","0","0","0","0","0","0","SA",34633,"Sweet",0
"4380",3790,1956,"Graduation","Together",34633,2,1,2014-01-23,31,1,1,0,2,6,"0","0","0","0","0","0","0","SA",34633,"Gold",1
"4381",749,1981,"Graduation","Together",42162,1,0,2013-11-19,31,2,3,1,3,6,"1","0","0","0","0","1","0","SP",42162,"Wines",46
"4382",749,1981,"Graduation","Together",42162,1,0,2013-11-19,31,2,3,1,3,6,"1","0","0","0","0","1","0","SP",42162,"Fruits",7
"4383",749,1981,"Graduation","Together",42162,1,0,2013-11-19,31,2,3,1,3,6,"1","0","0","0","0","1","0","SP",42162,"Meat",59
"4384",749,1981,"Graduation","Together",42162,1,0,2013-11-19,31,2,3,1,3,6,"1","0","0","0","0","1","0","SP",42162,"Fish",2
"4385",749,1981,"Graduation","Together",42162,1,0,2013-11-19,31,2,3,1,3,6,"1","0","0","0","0","1","0","SP",42162,"Sweet",4
"4386",749,1981,"Graduation","Together",42162,1,0,2013-11-19,31,2,3,1,3,6,"1","0","0","0","0","1","0","SP",42162,"Gold",27
"4387",1503,1976,"PhD","Together",162397,1,1,2013-06-03,31,0,0,0,1,1,"0","0","0","0","0","0","0","SP",162397,"Wines",85
"4388",1503,1976,"PhD","Together",162397,1,1,2013-06-03,31,0,0,0,1,1,"0","0","0","0","0","0","0","SP",162397,"Fruits",1
"4389",1503,1976,"PhD","Together",162397,1,1,2013-06-03,31,0,0,0,1,1,"0","0","0","0","0","0","0","SP",162397,"Meat",16
"4390",1503,1976,"PhD","Together",162397,1,1,2013-06-03,31,0,0,0,1,1,"0","0","0","0","0","0","0","SP",162397,"Fish",2
"4391",1503,1976,"PhD","Together",162397,1,1,2013-06-03,31,0,0,0,1,1,"0","0","0","0","0","0","0","SP",162397,"Sweet",1
"4392",1503,1976,"PhD","Together",162397,1,1,2013-06-03,31,0,0,0,1,1,"0","0","0","0","0","0","0","SP",162397,"Gold",2
"4393",8650,1978,"Graduation","Widow",54162,1,1,2013-03-18,31,1,1,0,3,4,"0","0","0","0","0","0","0","SP",54162,"Wines",5
"4394",8650,1978,"Graduation","Widow",54162,1,1,2013-03-18,31,1,1,0,3,4,"0","0","0","0","0","0","0","SP",54162,"Fruits",6
"4395",8650,1978,"Graduation","Widow",54162,1,1,2013-03-18,31,1,1,0,3,4,"0","0","0","0","0","0","0","SP",54162,"Meat",10
"4396",8650,1978,"Graduation","Widow",54162,1,1,2013-03-18,31,1,1,0,3,4,"0","0","0","0","0","0","0","SP",54162,"Fish",6
"4397",8650,1978,"Graduation","Widow",54162,1,1,2013-03-18,31,1,1,0,3,4,"0","0","0","0","0","0","0","SP",54162,"Sweet",5
"4398",8650,1978,"Graduation","Widow",54162,1,1,2013-03-18,31,1,1,0,3,4,"0","0","0","0","0","0","0","SP",54162,"Gold",10
"4399",607,1955,"2n Cycle","Divorced",41769,0,1,2013-02-13,31,6,8,1,7,8,"0","0","0","0","0","0","0","IND",41769,"Wines",302
"4400",607,1955,"2n Cycle","Divorced",41769,0,1,2013-02-13,31,6,8,1,7,8,"0","0","0","0","0","0","0","IND",41769,"Fruits",29
"4401",607,1955,"2n Cycle","Divorced",41769,0,1,2013-02-13,31,6,8,1,7,8,"0","0","0","0","0","0","0","IND",41769,"Meat",131
"4402",607,1955,"2n Cycle","Divorced",41769,0,1,2013-02-13,31,6,8,1,7,8,"0","0","0","0","0","0","0","IND",41769,"Fish",32
"4403",607,1955,"2n Cycle","Divorced",41769,0,1,2013-02-13,31,6,8,1,7,8,"0","0","0","0","0","0","0","IND",41769,"Sweet",0
"4404",607,1955,"2n Cycle","Divorced",41769,0,1,2013-02-13,31,6,8,1,7,8,"0","0","0","0","0","0","0","IND",41769,"Gold",27
"4405",1008,1981,"PhD","Together",44953,0,0,2012-12-21,31,1,7,3,13,6,"1","0","0","0","0","0","0","GER",44953,"Wines",728
"4406",1008,1981,"PhD","Together",44953,0,0,2012-12-21,31,1,7,3,13,6,"1","0","0","0","0","0","0","GER",44953,"Fruits",17
"4407",1008,1981,"PhD","Together",44953,0,0,2012-12-21,31,1,7,3,13,6,"1","0","0","0","0","0","0","GER",44953,"Meat",133
"4408",1008,1981,"PhD","Together",44953,0,0,2012-12-21,31,1,7,3,13,6,"1","0","0","0","0","0","0","GER",44953,"Fish",11
"4409",1008,1981,"PhD","Together",44953,0,0,2012-12-21,31,1,7,3,13,6,"1","0","0","0","0","0","0","GER",44953,"Sweet",8
"4410",1008,1981,"PhD","Together",44953,0,0,2012-12-21,31,1,7,3,13,6,"1","0","0","0","0","0","0","GER",44953,"Gold",124
"4411",9396,1978,"PhD","Married",37717,1,0,2012-11-23,31,1,1,0,2,9,"0","0","0","0","0","0","0","SA",37717,"Wines",9
"4412",9396,1978,"PhD","Married",37717,1,0,2012-11-23,31,1,1,0,2,9,"0","0","0","0","0","0","0","SA",37717,"Fruits",0
"4413",9396,1978,"PhD","Married",37717,1,0,2012-11-23,31,1,1,0,2,9,"0","0","0","0","0","0","0","SA",37717,"Meat",6
"4414",9396,1978,"PhD","Married",37717,1,0,2012-11-23,31,1,1,0,2,9,"0","0","0","0","0","0","0","SA",37717,"Fish",4
"4415",9396,1978,"PhD","Married",37717,1,0,2012-11-23,31,1,1,0,2,9,"0","0","0","0","0","0","0","SA",37717,"Sweet",1
"4416",9396,1978,"PhD","Married",37717,1,0,2012-11-23,31,1,1,0,2,9,"0","0","0","0","0","0","0","SA",37717,"Gold",5
"4417",933,1978,"PhD","Married",37717,1,0,2012-11-23,31,1,1,0,2,9,"0","0","0","0","0","0","0","SP",37717,"Wines",9
"4418",933,1978,"PhD","Married",37717,1,0,2012-11-23,31,1,1,0,2,9,"0","0","0","0","0","0","0","SP",37717,"Fruits",0
"4419",933,1978,"PhD","Married",37717,1,0,2012-11-23,31,1,1,0,2,9,"0","0","0","0","0","0","0","SP",37717,"Meat",6
"4420",933,1978,"PhD","Married",37717,1,0,2012-11-23,31,1,1,0,2,9,"0","0","0","0","0","0","0","SP",37717,"Fish",4
"4421",933,1978,"PhD","Married",37717,1,0,2012-11-23,31,1,1,0,2,9,"0","0","0","0","0","0","0","SP",37717,"Sweet",1
"4422",933,1978,"PhD","Married",37717,1,0,2012-11-23,31,1,1,0,2,9,"0","0","0","0","0","0","0","SP",37717,"Gold",5
"4423",5710,1970,"Graduation","Together",40548,0,1,2012-10-10,31,2,2,1,4,5,"0","1","0","0","0","0","0","AUS",40548,"Wines",110
"4424",5710,1970,"Graduation","Together",40548,0,1,2012-10-10,31,2,2,1,4,5,"0","1","0","0","0","0","0","AUS",40548,"Fruits",0
"4425",5710,1970,"Graduation","Together",40548,0,1,2012-10-10,31,2,2,1,4,5,"0","1","0","0","0","0","0","AUS",40548,"Meat",5
"4426",5710,1970,"Graduation","Together",40548,0,1,2012-10-10,31,2,2,1,4,5,"0","1","0","0","0","0","0","AUS",40548,"Fish",2
"4427",5710,1970,"Graduation","Together",40548,0,1,2012-10-10,31,2,2,1,4,5,"0","1","0","0","0","0","0","AUS",40548,"Sweet",0
"4428",5710,1970,"Graduation","Together",40548,0,1,2012-10-10,31,2,2,1,4,5,"0","1","0","0","0","0","0","AUS",40548,"Gold",3
"4429",2882,1975,"2n Cycle","Divorced",67893,0,1,2012-10-01,31,2,3,2,9,8,"0","0","0","0","0","0","0","SA",67893,"Wines",711
"4430",2882,1975,"2n Cycle","Divorced",67893,0,1,2012-10-01,31,2,3,2,9,8,"0","0","0","0","0","0","0","SA",67893,"Fruits",28
"4431",2882,1975,"2n Cycle","Divorced",67893,0,1,2012-10-01,31,2,3,2,9,8,"0","0","0","0","0","0","0","SA",67893,"Meat",142
"4432",2882,1975,"2n Cycle","Divorced",67893,0,1,2012-10-01,31,2,3,2,9,8,"0","0","0","0","0","0","0","SA",67893,"Fish",49
"4433",2882,1975,"2n Cycle","Divorced",67893,0,1,2012-10-01,31,2,3,2,9,8,"0","0","0","0","0","0","0","SA",67893,"Sweet",18
"4434",2882,1975,"2n Cycle","Divorced",67893,0,1,2012-10-01,31,2,3,2,9,8,"0","0","0","0","0","0","0","SA",67893,"Gold",47
"4435",2379,1953,"Graduation","Single",69267,0,0,2012-09-22,31,2,3,4,5,7,"0","0","0","0","0","1","0","SA",69267,"Wines",778
"4436",2379,1953,"Graduation","Single",69267,0,0,2012-09-22,31,2,3,4,5,7,"0","0","0","0","0","1","0","SA",69267,"Fruits",44
"4437",2379,1953,"Graduation","Single",69267,0,0,2012-09-22,31,2,3,4,5,7,"0","0","0","0","0","1","0","SA",69267,"Meat",499
"4438",2379,1953,"Graduation","Single",69267,0,0,2012-09-22,31,2,3,4,5,7,"0","0","0","0","0","1","0","SA",69267,"Fish",95
"4439",2379,1953,"Graduation","Single",69267,0,0,2012-09-22,31,2,3,4,5,7,"0","0","0","0","0","1","0","SA",69267,"Sweet",73
"4440",2379,1953,"Graduation","Single",69267,0,0,2012-09-22,31,2,3,4,5,7,"0","0","0","0","0","1","0","SA",69267,"Gold",146
"4441",5342,1976,"Basic","Divorced",9548,1,0,2012-08-08,31,2,1,0,3,8,"0","0","0","0","0","0","0","CA",9548,"Wines",0
"4442",5342,1976,"Basic","Divorced",9548,1,0,2012-08-08,31,2,1,0,3,8,"0","0","0","0","0","0","0","CA",9548,"Fruits",1
"4443",5342,1976,"Basic","Divorced",9548,1,0,2012-08-08,31,2,1,0,3,8,"0","0","0","0","0","0","0","CA",9548,"Meat",3
"4444",5342,1976,"Basic","Divorced",9548,1,0,2012-08-08,31,2,1,0,3,8,"0","0","0","0","0","0","0","CA",9548,"Fish",10
"4445",5342,1976,"Basic","Divorced",9548,1,0,2012-08-08,31,2,1,0,3,8,"0","0","0","0","0","0","0","CA",9548,"Sweet",6
"4446",5342,1976,"Basic","Divorced",9548,1,0,2012-08-08,31,2,1,0,3,8,"0","0","0","0","0","0","0","CA",9548,"Gold",9
"4447",3262,1958,"Graduation","Single",68281,0,0,2012-08-07,31,1,2,9,13,5,"0","0","0","0","0","1","0","SP",68281,"Wines",995
"4448",3262,1958,"Graduation","Single",68281,0,0,2012-08-07,31,1,2,9,13,5,"0","0","0","0","0","1","0","SP",68281,"Fruits",112
"4449",3262,1958,"Graduation","Single",68281,0,0,2012-08-07,31,1,2,9,13,5,"0","0","0","0","0","1","0","SP",68281,"Meat",417
"4450",3262,1958,"Graduation","Single",68281,0,0,2012-08-07,31,1,2,9,13,5,"0","0","0","0","0","1","0","SP",68281,"Fish",42
"4451",3262,1958,"Graduation","Single",68281,0,0,2012-08-07,31,1,2,9,13,5,"0","0","0","0","0","1","0","SP",68281,"Sweet",48
"4452",3262,1958,"Graduation","Single",68281,0,0,2012-08-07,31,1,2,9,13,5,"0","0","0","0","0","1","0","SP",68281,"Gold",41
"4453",5832,1960,"2n Cycle","Together",92556,0,0,2014-04-20,32,0,3,5,13,0,"0","0","0","0","0","0","0","SP",92556,"Wines",493
"4454",5832,1960,"2n Cycle","Together",92556,0,0,2014-04-20,32,0,3,5,13,0,"0","0","0","0","0","0","0","SP",92556,"Fruits",183
"4455",5832,1960,"2n Cycle","Together",92556,0,0,2014-04-20,32,0,3,5,13,0,"0","0","0","0","0","0","0","SP",92556,"Meat",352
"4456",5832,1960,"2n Cycle","Together",92556,0,0,2014-04-20,32,0,3,5,13,0,"0","0","0","0","0","0","0","SP",92556,"Fish",184
"4457",5832,1960,"2n Cycle","Together",92556,0,0,2014-04-20,32,0,3,5,13,0,"0","0","0","0","0","0","0","SP",92556,"Sweet",23
"4458",5832,1960,"2n Cycle","Together",92556,0,0,2014-04-20,32,0,3,5,13,0,"0","0","0","0","0","0","0","SP",92556,"Gold",28
"4459",5025,1979,"Graduation","Single",48526,1,0,2013-12-24,32,1,2,1,4,3,"0","0","0","0","0","0","0","SP",48526,"Wines",23
"4460",5025,1979,"Graduation","Single",48526,1,0,2013-12-24,32,1,2,1,4,3,"0","0","0","0","0","0","0","SP",48526,"Fruits",17
"4461",5025,1979,"Graduation","Single",48526,1,0,2013-12-24,32,1,2,1,4,3,"0","0","0","0","0","0","0","SP",48526,"Meat",23
"4462",5025,1979,"Graduation","Single",48526,1,0,2013-12-24,32,1,2,1,4,3,"0","0","0","0","0","0","0","SP",48526,"Fish",43
"4463",5025,1979,"Graduation","Single",48526,1,0,2013-12-24,32,1,2,1,4,3,"0","0","0","0","0","0","0","SP",48526,"Sweet",20
"4464",5025,1979,"Graduation","Single",48526,1,0,2013-12-24,32,1,2,1,4,3,"0","0","0","0","0","0","0","SP",48526,"Gold",9
"4465",569,1991,"Graduation","Single",90273,0,0,2013-12-14,32,1,5,6,7,2,"0","1","1","1","0","1","0","SP",90273,"Wines",704
"4466",569,1991,"Graduation","Single",90273,0,0,2013-12-14,32,1,5,6,7,2,"0","1","1","1","0","1","0","SP",90273,"Fruits",129
"4467",569,1991,"Graduation","Single",90273,0,0,2013-12-14,32,1,5,6,7,2,"0","1","1","1","0","1","0","SP",90273,"Meat",853
"4468",569,1991,"Graduation","Single",90273,0,0,2013-12-14,32,1,5,6,7,2,"0","1","1","1","0","1","0","SP",90273,"Fish",120
"4469",569,1991,"Graduation","Single",90273,0,0,2013-12-14,32,1,5,6,7,2,"0","1","1","1","0","1","0","SP",90273,"Sweet",74
"4470",569,1991,"Graduation","Single",90273,0,0,2013-12-14,32,1,5,6,7,2,"0","1","1","1","0","1","0","SP",90273,"Gold",111
